AREA,COUNTRY,D1,D2,D3,D4,DIS_LAKE,DIS_MAJOR_RIVER,DIS_OCEAN,DIS_RIVER,ELEV_SRTM,ELEV_SRTM_PRED,LAT,LONGITUDE,LONG_NAME,MATTVEG,MER1990_40,MER1995_40,MER2000_40,MER2005_40,NEWCOUNTRYID,POPGPW_1990_40,POPGPW_1995_40,POPGPW_2000_40,POPGPW_2005_40,PPP1990_40,PPP1995_40,PPP2000_40,PPP2005_40,PREC_NEW,PRECMAX,PRECMIN,PRECSD,PRECAVNEW80_08,PRECSDNEW80_08,QUALITY,RIG_xi0710,ROUGH,SOIL_UNIT,TEMP_NEW,TEMPAV_8008,TEMPMAX,TEMPMIN,TEMPSD,TEMPSD80_08,QUALITY_REVISION,DATE OF LAST,,,,,,,,,
2506.91,Russia,2069.109,2069.109,2069.109,2069.109,2364038,3247095,2069109,2404625,,188,75,92,Russian Federation,30,0.000161384,7.76441E-05,6.3011E-05,6.39823E-05,643,32.56205297,27.00188802,21.92739156,17.49505453,0.000681682,0.000327967,0.000266157,0.000270259,242.3,38.18,13.11,9.68,190.5046138,58.2247967,1,0.78,0.09,2,-14.85,-15.31111034,5.75,-31.38,14.03,1.146265379,3,8/4/10,,,,,,,,,
2516.215,Russia,1692.332,1692.332,1692.332,1692.332,1976813,3381105,1692332,1980052,,114,72,81,Russian Federation,22,0.000161836,7.78666E-05,6.32071E-05,6.42027E-05,643,32.64063837,27.06887583,21.98057727,17.54329728,0.000683588,0.000328906,0.000266986,0.00027119,572.3,47.55,22.59,9.02,316.5603448,64.49785348,1,0.656,0.06,67,-11.2,-11.76925241,5.98,-27.43,12.79,1.076398438,3,8/4/10,,,,,,,,,
0,Swaziland,59.715,59.715,59.715,59.715,1021458,2942611,59715,179382,88.51952,88.51952,-26,32,Kingdom of Swaziland,25,9.76481E-05,0.000102944,0.000116911,0.000106741,748,63.31866916,68.09817063,71.36984095,83.5359786,0.000248389,0.000261861,0.000297388,0.000271516,823.2,137.49,17.48,41.16,666.9939655,207.9452123,-1,0,0.06,81,23.43,23.86609103,26.75,18.39,3.04,0.367342859,1,12/30/06,,,,,,,,,
71.75806,United States,688.0169,688.0169,688.0169,688.0169,955850.9,2817732,688016.9,1502769,,678.8143,60,-174,United States of America,0,0.000186725,0.00017964,0.000194287,0.000271782,840,5.044777515,5.588612143,6.055490398,6.548232488,0.000186725,0.00017964,0.000194286,0.000271781,630.3,,,,#DIV/0!,#DIV/0!,-1,0.0116,,0,1.65,#DIV/0!,,,,#DIV/0!,3,9/1/10,,,,,,,,,
2831.406,Greenland,365.1333,365.1333,365.1333,365.1333,1852176,2410304,365133.3,1706144,,862,69,-25,Greenland,31,7.0055E-05,6.45003E-05,8.13612E-05,7.97107E-05,304,4.867057755,4.561422917,4.838526012,4.721659778,0.000239443,0.000220457,0.000278086,0.000272445,668,79.91,35.71,15.38,443.8413862,107.8625164,1,0.637,0.45,250,-2.35,-4.544923379,1.14,-17.39,7.31,0.952954469,3,3/10/11,,,,,,,,,
897.0327,United States,963.4578,963.4578,963.4578,963.4578,1287408,2970424,963457.8,2619412,,17,70,-148,United States of America,0,0.000298933,0.000216067,0.000170963,0.000272452,840,4.673017862,4.057831741,3.44454728,3.73665259,0.000298933,0.000216066,0.000170963,0.000272452,241.6,28.26,3.24,8.48,#DIV/0!,#DIV/0!,1,0.2114,0.02,0,-11.15,#DIV/0!,8.51,-27.53,14.12,#DIV/0!,3,9/1/10,,,,,,,,,
41.9401,United States,40.8161,40.8161,40.8161,40.8161,308261.6,2822143,40816.06,2106842,196.0564,196.0564,58,-163,United States of America,0,0.000187513,0.000180402,0.000195108,0.000272922,840,5.066046127,5.612299842,6.081104491,6.575679149,0.000187513,0.000180401,0.000195108,0.000272921,872.9,,,,#DIV/0!,#DIV/0!,-1,0.0064,,0,2.73,#DIV/0!,,,,#DIV/0!,3,9/1/10,,,,,,,,,
4218.217,Greenland,360.7488,360.7488,360.7488,360.7488,1896616,2426451,360748.8,1724635,,1053,69,-26,Greenland,31,7.02365E-05,6.46305E-05,8.15428E-05,7.98769E-05,304,4.879664639,4.570627604,4.849323392,4.731504731,0.000240063,0.000220902,0.000278707,0.000273013,666.6,79.25,36.35,15.02,450.1138069,109.7267723,1,0.949,0.35,250,-4.25,-6.970881172,0.27,-18.07,7.24,0.934556073,3,3/10/11,,,,,,,,,
1485.954,Greenland,1350.983,1350.983,1350.983,1350.983,2739264,3427121,1350983,3422441,,511,77,-71,Greenland,0,6.41988E-05,6.56708E-05,7.66281E-05,7.99288E-05,304,5.015839,5.222759704,5.124756563,5.096370762,0.000219427,0.000224458,0.000261909,0.000273191,131.4,30.14,13.2,5.7,119.0758628,44.52812604,-1,0.532,0.48,0,-12.9,-13.19080497,2.21,-29.97,12.53,1.730516619,3,3/10/11,,,,,,,,,
436.3427,Russia,740.8792,740.8792,740.8792,740.8792,1430971,2781846,740879.2,1461233,,70,71,56,Russian Federation,0,8.95692E-05,5.33302E-05,4.97419E-05,6.47268E-05,643,36.98433172,30.6581229,24.90438364,19.87997283,0.000378338,0.000225265,0.000210109,0.000273403,397.4,49.98,18.98,10.58,#DIV/0!,#DIV/0!,1,0.108,0.1,0,-5.3,#DIV/0!,9.13,-19.75,10.4,#DIV/0!,3,8/4/10,,,,,,,,,
1446.94,Greenland,1565.105,1565.105,1565.105,1565.105,1897638,3242238,1565105,2633878,,481,80,-18,Greenland,31,6.7353E-05,6.20388E-05,7.82232E-05,8.00265E-05,304,5.26227357,4.933912608,5.23143068,5.102599202,0.000230207,0.000212044,0.000267361,0.000273524,313.3,37.3,22.04,4.95,177.2816083,45.09884325,1,0.672,0.39,250,-17,-15.47270103,1.9,-31.23,12.86,0.820318366,3,3/10/11,,,,,,,,,
372.8226,Russia,1270.634,1270.634,1270.634,1270.634,1838170,3390310,1270634,2039627,,156,75,65,Russian Federation,0,9.00326E-05,5.36077E-05,4.98092E-05,6.48094E-05,643,37.0792141,30.73770843,24.9687293,19.92994216,0.000380295,0.000226437,0.000210392,0.000273753,323.6,32.88,10.98,7.23,#DIV/0!,#DIV/0!,0.5,0.116,0.19,0,-7.28,#DIV/0!,3.73,-26.2,11.5,#DIV/0!,3,8/4/10,,,,,,,,,
4979.986,Greenland,589.7578,589.7578,589.7578,589.7578,2090943,2626455,589757.8,1979098,,1369,66,-37,Greenland,31,6.84928E-05,6.30117E-05,7.94987E-05,8.02699E-05,304,5.23205707,4.899595132,5.198238733,5.071155626,0.000234103,0.000215369,0.00027172,0.000274356,1030,109.37,53.57,17.42,829.3741379,164.7023578,1,0.988,0.44,250,-7.15,-7.928879345,-1.12,-18.16,6.6,0.853418898,3,3/10/11,,,,,,,,,
1836.666,Greenland,1567.46,1567.46,1567.46,1567.46,1948341,3272298,1567460,2651290,,681,80,-20,Greenland,31,6.75579E-05,6.21986E-05,7.84235E-05,8.02739E-05,304,5.278282312,4.946619079,5.244827429,5.118371219,0.000230908,0.00021259,0.000268045,0.00027437,308.8,38.65,21.99,5.04,176.9379321,44.22567595,1,0.853,0.37,250,-19.58,-19.42557448,0.78,-32.65,12.98,0.835548705,3,3/10/11,,,,,,,,,
4073.667,Greenland,419.2784,419.2784,419.2784,419.2784,1996325,2516750,419278.4,1831975,,1015,68,-31,Greenland,31,7.07751E-05,6.51653E-05,8.21682E-05,8.05095E-05,304,4.917085073,4.608446864,4.886514368,4.76897583,0.000241904,0.00022273,0.000280844,0.000275175,1084.1,66.84,31.51,10.67,630.2948345,139.1812039,1,0.877,0.43,250,-4.48,-9.172701034,-1.21,-17.82,6.57,0.881598784,3,3/10/11,,,,,,,,,
1937.714,Greenland,1624.374,1624.374,1624.374,1624.374,2744499,3908417,1624374,3196634,,596,81,-47,Greenland,31,6.4761E-05,6.62319E-05,7.72694E-05,8.06E-05,304,5.059762986,5.267382429,5.167646156,5.139166172,0.000221348,0.000226375,0.000264101,0.000275485,169.6,0.53,0.1,0.13,154.9327583,49.85852671,1,1,0.25,250,-22.45,-22.21127862,-0.56,-34.28,12.84,0.917611331,3,3/10/11,,,,,,,,,
399.1692,Russia,1407.966,1407.966,1407.966,1407.966,1835665,3606381,1407966,2471641,,155,81,56,Russian Federation,0,8.93963E-05,5.32275E-05,5.0129E-05,6.52324E-05,643,37.11980656,30.77050246,24.99486972,19.95279398,0.000377608,0.000224831,0.000211744,0.00027554,332.3,26.89,12.59,4.54,181.0448276,58.6232224,1,0.206,0.2,0,-14.55,-14.25043103,-0.13,-25.36,9.97,1.587474296,3,8/4/10,,,,,,,,,
1709.628,Greenland,1564.597,1564.597,1564.597,1564.597,1922130,3255940,1564597,2641084,,627,80,-19,Greenland,31,6.79049E-05,6.25458E-05,7.8854E-05,8.06993E-05,304,5.305397119,4.974233142,5.273620443,5.145495071,0.000232094,0.000213777,0.000269517,0.000275824,310.7,39.51,23.01,5.1,177.1301728,44.65080392,1,0.794,0.32,250,-19.93,-18.32241345,1.18,-32.18,12.94,0.827862135,3,3/10/11,,,,,,,,,
0,Ghana,619.0659,619.0659,338.8234,260.4316,260431.6,2456686,619065.9,338823.4,296.7004,296.7004,11,-3,Republic of Ghana,25,5.90127E-05,6.36697E-05,7.04373E-05,7.72539E-05,288,287.8355785,289.1982797,291.76183,304.4914009,0.000210954,0.0002276,0.000251794,0.00027616,1029.9,235.83,0.64,82.42,865.517231,111.0529634,-1,0,0.02,107,27.75,28.1387931,32.54,25.82,2.27,0.351267376,1,12/30/06,,,,,,,,,
878.224,Greenland,1914.728,1914.728,1914.728,1914.728,2448917,3764290,1914728,3107593,,650,83,-34,Greenland,31,6.52541E-05,6.67577E-05,7.78255E-05,8.11971E-05,304,5.098284021,5.309203726,5.204837132,5.177240023,0.000223033,0.000228173,0.000266002,0.000277526,234.2,0.24,0.1,0.04,167.9206897,45.780783,1,0.584,0.44,250,-20.13,-20.54295931,0.83,-35.21,14.24,0.86542169,3,3/10/11,,,,,,,,,
11.70139,China,0.8095,0.8095,0.8095,0.8095,1129726,413639,809.51,398972.6,46.71284,46.71284,19,111,People's Republic of China,0,3.97031E-05,7.31805E-05,8.84328E-05,0.000113442,156,111.7269655,115.5893569,117.7604067,119.0256042,9.72029E-05,0.000179119,0.000216413,0.000277616,1647.3,,,,#DIV/0!,#DIV/0!,-1,0.001,,0,25.5,#DIV/0!,,,,#DIV/0!,3,1/7/08,,,,,,,,,
2503.544,Greenland,458.454,458.454,458.454,458.454,1890379,2503796,458453.9,1798459,,827,70,-26,Greenland,22,7.22325E-05,6.64739E-05,8.38493E-05,8.21376E-05,304,5.018340366,4.700993994,4.986490111,4.86541619,0.000246885,0.000227203,0.00028659,0.00028074,489.6,61.54,26.15,12.15,397.7069138,100.1936237,1,0.59,0.71,164,-1.98,-4.44090031,0.8,-19.13,7.84,1.018433158,3,3/10/11,,,,,,,,,
23.10196,Mauritania,2.0006,2.0006,2.0006,2.0006,1865276,2090379,2000.6,504927,13.12255,13.12255,21,-18,Islamic Republic of Mauritania,0,8.28739E-05,8.43243E-05,8.28017E-05,8.55742E-05,478,116.1132698,115.8773677,115.5460371,112.6601203,0.00027317,0.000277948,0.000272931,0.00028207,50.6,4.7,0,1.33,#DIV/0!,#DIV/0!,-1,0.002,0.06,0,20.98,#DIV/0!,26.3,19.2,2.16,#DIV/0!,1,12/30/06,,,,,,,,,
1952.714,Greenland,1119.044,1119.044,1119.044,1119.044,1831943,2946939,1119044,2261922,,83,76,-22,Greenland,31,6.98297E-05,6.42769E-05,8.10784E-05,8.29617E-05,304,5.455779238,5.11190325,5.422384348,5.289753777,0.000238673,0.000219693,0.00027712,0.000283557,286.8,19.69,4.42,4.19,180.8850586,55.58964631,1,0.65,0.12,250,-12.25,-12.27720207,3.63,-25.11,11.18,0.883016324,3,3/10/11,,,,,,,,,
312.1576,Greenland,4.24,4.24,4.24,4.24,1416895,2232895,4239.97,2255467,350.1449,350.1449,59,-45,Greenland,0,8.54027E-05,8.08387E-05,9.96535E-05,8.30385E-05,304,6.475736206,6.239477471,6.468130615,5.228172588,0.0002919,0.0002763,0.000340608,0.000283819,1756.3,168.23,109.87,18.02,#DIV/0!,#DIV/0!,1,0.049,0.46,0,2.35,#DIV/0!,7.33,-5.43,4.85,#DIV/0!,3,3/10/11,,,,,,,,,
2140.265,Greenland,1566.978,1566.978,1566.978,1566.978,1999872,3303102,1566978,2669704,,655,80,-22,Greenland,30,6.96389E-05,6.47235E-05,8.10112E-05,8.30642E-05,304,5.440871097,5.147421338,5.41788544,5.296283593,0.00023802,0.00022122,0.00027689,0.000283907,304.1,27.45,14.61,3.98,176.8241379,43.75229049,1,0.994,0.19,164,-20.05,-18.72636379,0.91,-32.69,13.08,0.828389128,3,3/10/11,,,,,,,,,
4147.987,Canada,950.003,950.003,950.003,945.0464,945046.4,2573822,950003,2188610,,366,68,-137,Canada,22,0.000163035,0.000217059,0.000236032,0.000242519,124,7.225310234,9.366760558,8.784053271,8.238889577,0.000191169,0.000254513,0.000276761,0.000284367,235.2,46.17,9.46,11.78,243.931031,39.83497008,0.5,0.893,0.19,2,-10.88,-9.789152655,11.22,-27.65,14.96,1.292633561,3,2/1/11,,,,,,,,,
229.3403,Russia,169.7912,169.7912,169.7912,169.7912,2368711,1319450,169791.2,300779.2,77.95997,77.95997,59,159,Russian Federation,0,0.000324107,0.000128073,8.80264E-05,6.73684E-05,643,36.38904227,30.16571248,24.50342976,19.56278946,0.001369018,0.000540976,0.000371821,0.000284563,558.2,70.6,14.1,21.61,#DIV/0!,#DIV/0!,1,0.036,0.11,0,1.88,#DIV/0!,10.8,-19.4,11.45,#DIV/0!,3,8/4/10,,,,,,,,,
445.9202,Russia,167.5495,167.5495,167.5495,167.5495,853279.5,2477047,167549.5,1085436,,125,68,43,Russian Federation,0,9.34086E-05,5.56153E-05,5.18285E-05,6.74427E-05,643,38.5869341,31.98608133,25.98317881,20.74133438,0.000394556,0.000234917,0.000218922,0.000284875,693.3,56.76,23.44,11.36,#DIV/0!,#DIV/0!,1,0.096,0.27,0,-0.05,#DIV/0!,9.06,-11.18,7.23,#DIV/0!,3,8/4/10,,,,,,,,,
2689.674,Russia,1798.962,1798.962,1798.962,1798.962,2070796,3325642,1798962,2087392,,118,73,84,Russian Federation,22,0.000171928,8.27219E-05,6.70783E-05,6.81307E-05,643,34.67646031,28.75706873,23.34571062,18.63165366,0.000726218,0.000349415,0.000283338,0.000287782,500.6,45.65,22.14,8.32,316.4103483,70.39455596,1,0.741,0.07,67,-11.6,-11.47658103,6.55,-28.48,13.24,1.129356716,3,8/4/10,,,,,,,,,
639.4423,Canada,214.1994,214.1994,214.1994,214.1994,438146.5,1245928,214199.4,1272032,43.63591,43.63591,53,-56,Canada,0,0.000233074,0.000208727,0.000233283,0.000245741,124,10.32924105,9.007204688,8.681754824,8.348384535,0.000273294,0.000244744,0.000273537,0.000288146,1052.9,95.28,59.36,8.72,998.4069,92.60115365,1,0.086,0.02,0,1.33,1.268965507,10.92,-11.66,8.17,1.471061613,3,2/1/11,,,,,,,,,
1946.823,Greenland,1335.637,1335.637,1335.637,1335.637,2741092,3432585,1335638,3428357,,583,77,-70,Greenland,0,6.79216E-05,6.94776E-05,8.10515E-05,8.45341E-05,304,5.306697829,5.525513883,5.420584785,5.390011568,0.000232151,0.000237469,0.000277028,0.000288931,122.4,30.97,14.78,5.27,115.0310341,45.57458469,1,0.697,0.46,0,-14,-14.76206897,1.78,-28.83,11.99,1.830250087,3,3/10/11,,,,,,,,,
1061.868,Greenland,1650.551,1650.551,1650.551,1650.551,1969384,3330133,1650551,2723155,,272,81,-19,Greenland,31,6.932E-05,6.85681E-05,8.19724E-05,8.4958E-05,304,5.415957493,5.453177045,5.482169842,5.417034961,0.00023693,0.00023436,0.000280175,0.00029038,309.1,27.77,15.16,4.04,176.7655172,43.99266802,1,0.548,0.14,250,-17.43,-17.06580448,2.56,-31.28,13.15,0.921560298,3,3/10/11,,,,,,,,,
3330.467,Greenland,386.715,386.715,386.715,386.715,1969070,2487119,386715,1799289,,1379,68,-30,Greenland,31,7.47197E-05,6.87602E-05,8.67374E-05,8.49715E-05,304,5.191134724,4.862676331,5.158248436,5.033282693,0.000255386,0.000235017,0.000296462,0.000290426,1067.6,66.39,34.71,10.68,636.4965517,144.5249662,1,0.717,0.74,250,-5.43,-12.49712621,-2.35,-19.61,6.81,0.863625312,3,3/10/11,,,,,,,,,
38.32323,Angola,811.3646,811.3646,811.3646,636.6314,636631.4,1552859,811364.6,1119117,1110.145,1110.145,-19,20,Republic of Angola,25,2.24242E-05,2.02018E-05,3.06189E-05,5.50942E-05,24,52.44768656,64.47392502,76.08188843,90.6976275,0.00013484,0.000116315,0.000168664,0.000290567,594.4,146.79,0.13,53.91,521.8034517,126.0991611,-1,0.0032751,0.02,151,21.7,23.54892276,25.78,15.86,3.79,0.621849297,2,4/13/08,,,,,,,,,
121.9238,Burkina Faso,0,0,0,0,,,,,216.7385,216.7385,10,-2,Burkina Faso,15,4.21709E-05,4.91207E-05,6.50058E-05,8.18707E-05,854,209.2930748,232.9866001,257.4482849,283.2134879,0.000149695,0.000174364,0.000230752,0.000290618,1109,228.13,1.01,82.15,944.4982828,107.1374866,-1,0.01,0.04,2,27.9,28.23979862,31.68,26.16,1.95,0.307876016,1,12/30/06,,,,,,,,,
3597.881,Canada,1540.643,1540.643,1540.643,1459.447,1459447,2914369,1540643,2480679,,81,72,-125,Canada,22,0.000230118,0.000236799,0.000249593,0.00024814,124,6.670721458,6.684097604,6.075847048,5.514040864,0.000269836,0.000277671,0.000292673,0.00029097,132.4,25.01,2.29,7.45,146.6155169,44.55436559,1,0.938,0.04,164,-14.5,-13.04482703,5.58,-30.64,13.89,1.55416434,3,2/1/11,,,,,,,,,
9058.206,Niger,1150.033,1150.033,848.6713,642.5045,642504.5,2725964,1150033,848671.3,581.3414,581.3414,20,15,Republic of Niger,30,4.67422E-05,5.47668E-05,7.03939E-05,9.55197E-05,562,138.0304123,184.3670309,246.0363384,323.7671424,0.000142895,0.000167428,0.000215202,0.000292013,36.6,14.78,0,4.27,31.10086241,16.79127725,1,0.779,0.04,221,26.43,26.69382207,32.39,15.07,6.51,0.456408231,1,12/30/06,,,,,,,,,
9233.672,Niger,988.0645,988.0645,988.0645,526.6734,526673.4,2552514,988064.5,1059382,607.3734,607.3734,22,14,Republic of Niger,30,4.76049E-05,5.56444E-05,7.13782E-05,9.67709E-05,562,140.5720576,187.3138059,249.4664266,327.99594,0.000145511,0.000170085,0.000218178,0.000295795,18.4,3.76,0.01,1.05,13.07672414,6.979433854,1,0.789215686,0.07,221,24.28,24.65790241,32.22,13.55,7.02,0.41747313,1,12/30/06,,,,,,,,,
168.1151,Algeria,883.4938,883.4938,883.4938,267.1977,267197.7,2147304,883493.8,1417658,713.7036,713.7036,25,10,People's Democratic Republic of Algeria,30,3.87037E-05,4.48104E-05,5.95746E-05,8.62181E-05,12,23.23751581,28.92778696,34.9885354,42.29097958,0.000138299,0.000157395,0.00020701,0.00029661,15.1,1.88,0.01,0.56,16.03275855,9.119573066,-1,0.015,0.08,221,24.58,24.93850621,32.17,12.43,7.4,0.371403601,1,12/30/06,,,,,,,,,
2715.083,Russia,1834.206,1834.206,1834.206,1834.206,2079099,3296003,1834206,2100815,,73,73,85,Russian Federation,22,0.000177571,8.54362E-05,6.92539E-05,7.03345E-05,643,35.8342453,29.71689413,24.12600226,19.25291868,0.000750056,0.000360881,0.000292526,0.000297091,490.5,45.42,21.23,8.29,293.1977034,67.93871125,1,0.748,0.06,67,-11.78,-11.69932921,7.26,-28.67,13.51,1.146945808,3,8/4/10,,,,,,,,,
333.1759,Guyana,262.9731,262.9731,262.9731,262.9731,412826.9,477918.9,262973.1,514391.7,608.3846,608.3846,4,-61,Co-operative Republic of Guyana,24,7.52845E-05,0.000108482,0.000126231,0.00013328,328,108.2590528,111.9751296,113.1991732,116.1785242,0.000167974,0.000242043,0.000281646,0.000297374,1907.9,353.14,84.53,91.7,1673.990524,488.3276842,1,0.026865672,0.2,55,23.15,23.41487103,24.18,22.81,0.43,0.445381765,1,12/30/06,,,,,,,,,
10.11751,Australia,0.7236,0.7236,0.7236,0.7236,524678.8,5362725,723.59,1473372,29.0031,29.0031,-35,123,Commonwealth of Australia,0,0.000143131,0.000169716,0.00021207,0.000250796,36,6.420188861,7.150296472,7.665747177,8.258046205,0.000170414,0.000202066,0.000252494,0.000298602,549.3,,,,#DIV/0!,#DIV/0!,-1,0.001,,0,16.15,#DIV/0!,,,,#DIV/0!,3,1/25/11,,,,,,,,,
121.1045,Australia,1.9898,1.9898,1.9898,1.9898,1009722,5007524,1989.8,2294491,13.54984,13.54984,-12,141,Commonwealth of Australia,0,0.000144536,0.000166223,0.000210127,0.000251364,36,7.774201829,8.397636639,9.107986949,9.924840417,0.000171905,0.000197698,0.000249916,0.00029896,1728.9,449.9,1.8,174.76,#DIV/0!,#DIV/0!,-1,0.01,0,0,27.05,#DIV/0!,28.5,24.5,1.37,#DIV/0!,3,1/25/11,,,,,,,,,
1728.441,Greenland,1695.741,1695.741,1695.741,1695.741,2289363,3554801,1695741,2886928,,759,81,-31,Greenland,31,7.04367E-05,7.20566E-05,8.40548E-05,8.76836E-05,304,5.503205136,5.730618333,5.621436052,5.590828527,0.000240747,0.000246284,0.000287293,0.000299696,265.3,5.09,0.1,1.42,172.0474138,41.98973426,1,0.892,0.25,250,-20.95,-19.44288793,1.57,-33.47,13.85,0.867275362,3,3/10/11,,,,,,,,,
5235.761,Greenland,55.44,55.44,55.44,55.44,1641200,2441117,55439.96,2456141,,1157,65,-50,Greenland,31,9.08557E-05,8.59859E-05,0.000106005,8.78556E-05,304,3.634984957,3.501783293,3.630319163,2.933595218,0.000310538,0.000293893,0.000362316,0.000300284,624.4,68.84,44.56,8.15,396.093969,76.07796868,1,1,0.08,250,-6.98,-7.725359034,3.6,-20.42,9.13,1.712801718,3,3/10/11,,,,,,,,,
2790.879,Russia,2345.188,2345.188,2345.188,2345.188,2604169,3096469,2345188,2666276,,38,76,101,Russian Federation,22,0.000179688,8.6474E-05,7.00522E-05,7.11503E-05,643,36.2084758,30.03393645,24.38499353,19.46092109,0.000758996,0.000365264,0.000295899,0.000300537,284.5,25.86,9.19,6.69,176.7310345,61.18761606,1,0.929,0.02,164,-14.45,-14.53728483,4.63,-30.84,13.71,1.13031777,3,8/4/10,,,,,,,,,
404.7986,Russia,1287.494,1287.494,1287.494,1287.494,1718129,3488344,1287494,2349604,,108,80,53,Russian Federation,0,9.82161E-05,5.84766E-05,5.50739E-05,7.1669E-05,643,40.76013052,33.78695373,27.44573551,21.90992606,0.000414861,0.000247004,0.000232631,0.000302729,708.7,30.39,14.55,5.38,230.6499966,73.49242738,1,0.188,0.19,0,-14.45,-13.44166724,0.53,-22.82,9.27,1.487417375,3,8/4/10,,,,,,,,,
121.4697,United States,854.9409,854.9409,854.9409,854.9409,1039585,3131856,854940.9,1921612,,135,65,-169,United States of America,0,0.0002123,0.000207505,0.00022202,0.000302821,840,5.282848751,5.813793954,6.25850949,6.76810629,0.000212299,0.000207505,0.00022202,0.000302821,421.2,64.3,12.5,15.63,#DIV/0!,#DIV/0!,-1,0.0232,0.41,0,-5.25,#DIV/0!,7.5,-20.1,10.31,#DIV/0!,3,9/1/10,,,,,,,,,
1161.838,Greenland,1741.119,1741.119,1741.119,1741.119,2708335,3933727,1741119,3228989,,515,82,-45,Greenland,31,7.12422E-05,7.28731E-05,8.50294E-05,8.86558E-05,304,5.566139503,5.7955514,5.686620236,5.652811551,0.0002435,0.000249074,0.000290624,0.000303018,187.9,0.1,0.1,0,160.5724138,53.2444239,1,0.675,0.45,250,-18.73,-18.19676724,-0.5,-34.98,13.23,0.850583343,3,3/10/11,,,,,,,,,
1584.699,Greenland,1443.908,1443.908,1443.908,1443.908,2832040,3516784,1443908,3511650,,647,78,-72,Greenland,31,7.12128E-05,7.28504E-05,8.50264E-05,8.86573E-05,304,5.563838246,5.793750483,5.686420284,5.652912009,0.0002434,0.000248997,0.000290614,0.000303024,140.6,32.77,15.08,6.02,129.3344828,33.88915783,1,0.614,0.28,250,-16.58,-15.40215517,1.45,-33.17,13.39,1.518537123,3,3/10/11,,,,,,,,,
798.5222,Greenland,1900.179,1900.179,1900.179,1900.179,2375810,3710580,1900179,3066099,,568,83,-31,Greenland,31,7.14484E-05,7.30781E-05,8.52387E-05,8.89646E-05,304,5.582248299,5.811859705,5.70061684,5.672501458,0.000244205,0.000249775,0.000291339,0.000304074,245.8,1.28,0.1,0.36,169.5896552,43.9196616,1,0.531,0.35,250,-20.65,-21.00201138,2.41,-34.17,14.46,0.857635346,3,3/10/11,,,,,,,,,
3881.97,Greenland,203.4255,203.4255,203.4255,203.4255,1670696,2467214,203425.5,2181984,,582,62,-43,Greenland,31,7.62089E-05,7.01363E-05,8.84738E-05,8.93575E-05,304,5.821478936,5.453577249,5.785096342,5.645277148,0.000260476,0.00023972,0.000302396,0.000305417,2457.8,157.77,86.8,23.35,1363.177034,173.8021325,1,0.668,0.32,250,-3.35,-4.689559414,3.66,-10.72,5.68,0.965211886,3,3/10/11,,,,,,,,,
2869.923,Niger,1342.293,1342.293,324.6727,157.8746,157874.6,2381292,1342293,324672.7,342.1583,342.1583,15,14,Republic of Niger,30,0.000101511,9.30357E-05,9.39137E-05,0.000100309,562,445.6510799,465.6194738,487.9860187,505.4667139,0.000310336,0.000284425,0.000287109,0.000306658,314.1,88.2,0,26.18,250.3413793,75.71491033,1,0.24,0.02,151,27.6,28.34842,33.72,20.69,4.57,0.386589732,1,12/30/06,,,,,,,,,
102.8476,Russia,2086.358,2086.358,2086.358,2086.358,3232779,2493857,2086358,2237641,,29,75,145,Russian Federation,0,0.00021085,9.67477E-05,7.57417E-05,7.26547E-05,643,24.89217733,20.63374646,16.76294874,13.38111618,0.000890625,0.000408662,0.00031993,0.000306891,242.2,22.6,4.9,6.41,#DIV/0!,#DIV/0!,1,0.032,0.07,0,-14.85,#DIV/0!,1.75,-32.1,13.56,#DIV/0!,3,8/4/10,,,,,,,,,
5429.363,Canada,597.4889,597.4889,597.4889,515.9976,515997.6,2080361,597488.9,1688537,,1546,64,-132,Canada,22,0.000179433,0.000234548,0.000255779,0.000261984,124,7.952016229,10.12148774,9.518960503,8.900202763,0.000210396,0.000275021,0.000299915,0.000307192,314.5,60.23,15.6,14.61,370.0146552,54.51879817,1,1,0.25,21,-14.6,-11.68319014,10.1,-28.23,14.2,1.126618012,3,2/1/11,,,,,,,,,
3574.867,Greenland,689.1581,689.1581,689.1581,689.1581,1928080,2703231,689158.1,1993701,,1346,72,-27,Greenland,31,7.57692E-05,6.97569E-05,8.79908E-05,9.00186E-05,304,5.919832644,5.547725194,5.884672182,5.739708334,0.000258973,0.000238424,0.000300746,0.000307677,424.4,41.37,15.94,8.19,301.670131,78.67446914,1,0.932,0.52,250,-7.93,-13.54798862,-2.31,-26.29,9.37,1.013095081,3,3/10/11,,,,,,,,,
100.6039,Mali,342.0048,342.0048,191.6132,191.6132,899089.5,2641974,342004.8,191613.2,100.7369,100.7369,13,-13,Republic of Mali,25,6.16299E-05,6.35072E-05,7.90948E-05,9.99887E-05,466,235.2531558,238.8572424,265.0481827,285.9308429,0.000189741,0.00019552,0.000243511,0.000307836,1050.7,261.48,0.01,99.05,814.05,109.9029369,-1,0.008286965,0.03,2,28.18,29.22435276,33.49,25.07,2.61,0.436409164,2,2/19/08,,,,,,,,,
