AREA,COUNTRY,D1,D2,D3,D4,DIS_LAKE,DIS_MAJOR_RIVER,DIS_OCEAN,DIS_RIVER,ELEV_SRTM,ELEV_SRTM_PRED,LAT,LONGITUDE,LONG_NAME,MATTVEG,MER1990_40,MER1995_40,MER2000_40,MER2005_40,NEWCOUNTRYID,POPGPW_1990_40,POPGPW_1995_40,POPGPW_2000_40,POPGPW_2005_40,PPP1990_40,PPP1995_40,PPP2000_40,PPP2005_40,PREC_NEW,PRECMAX,PRECMIN,PRECSD,PRECAVNEW80_08,PRECSDNEW80_08,QUALITY,RIG_xi0710,ROUGH,SOIL_UNIT,TEMP_NEW,TEMPAV_8008,TEMPMAX,TEMPMIN,TEMPSD,TEMPSD80_08,QUALITY_REVISION,DATE OF LAST,,,,,,,,,
7938.65,Ukraine,474.8114,474.8114,95.558,95.558,200179.1,561588.1,474811.4,95558,226.3949,226.3949,50,27,,11,0.595710869,0.287742661,0.261757673,0.380242767,804,415390.1484,414703.4889,397601.4018,382050.3929,3.014675162,1.456160528,1.324659996,1.924269786,642.4,100.61,32.3,22.73,631.7413724,69.02704022,1,1,0.01,41,7.18,7.60352,18.22,-5.63,8.94,0.941119563,1,12/30/06,,,,,,,,,
10240.6,United States,522.0203,401.051,109.8803,109.8803,305255.6,401051,522020.3,109880.3,234.3861,234.3861,34,-96,United States of America,10,1.209215616,1.326273275,1.539592922,1.927393636,840,68054.43809,70523.84028,71614.86192,74775.14347,1.209213512,1.326270967,1.539590242,1.927390282,1328.9,156.57,57.3,26.48,1135.881034,219.7806011,1,1,0.05,11,16.8,16.42169552,27.29,3.68,8.55,0.529621917,3,9/1/10,,,,,,,,,
9175.101,United States,215.485,215.485,215.485,215.485,380170.1,350316.5,215485,343371.9,1470.532,1470.532,42,-122,United States of America,8,1.185771894,1.401891781,1.647223993,1.930550775,840,52697.18667,55718.37941,57698.13714,61908.72359,1.185769831,1.401889342,1.647221127,1.930547416,464.7,91.76,10.77,27.25,445.7017276,131.9037446,1,1,0.14,161,6.38,6.540804621,16.71,-2.55,6.95,0.653622581,3,9/1/10,,,,,,,,,
4967.682,Finland,113.101,113.101,113.101,1.8411,1841.1,1351794,113101,261276.7,,115,61,25,Republic of Finland,10,1.608185263,1.486013303,1.722717525,1.909880723,246,79529.99173,80429.48004,79794.42117,78343.82446,1.626181389,1.502642283,1.741995305,1.93125292,751.2,88,27.43,18.8,635.9344828,76.62929649,1,0.828,0.02,141,3.4,3.623419483,16.24,-9.27,9.34,0.998041357,3,10/13/09,,,,,,,,,
11701.39,Brazil,576.6633,576.6633,214.3644,197.5637,197563.7,890159.7,576663.3,214364.4,839.3193,839.3193,-19,-48,Federative Republic of Brazil,9,0.601933058,0.77357463,0.870829986,1.037394975,76,147084.1238,159960.0341,172895.5593,185425.4904,1.121001888,1.440656246,1.621778442,1.931978499,1786.5,291.41,5.32,109.55,1608.173276,159.9951329,1,1,0.1,55,21.05,21.66623552,23.59,18.96,1.7,0.468085042,3,6/10/09,,,,,,,,,
3080.184,Belarus,328.609,328.609,23.0064,23.0064,470266.5,587997,328609,23006.4,154.1649,154.1649,52,23,Republic of Belarus,10,0.33791377,0.230128818,0.325579709,0.486545054,112,208610.0507,217694.4483,222583.1821,226280.4277,1.342209493,0.91408256,1.293218016,1.932579983,661,74.13,27.76,16.25,544.9189621,78.84617716,1,0.401387512,0.02,142,7.18,7.733836207,17.76,-5.67,8.67,0.960217681,1,12/30/06,,,,,,,,,
11298.7,China,769.4684,469.0526,405.8742,405.8742,1075065,469052.6,769468.4,405874.2,1803.191,1803.191,24,100,People's Republic of China,7,0.279314552,0.412214779,0.577642094,0.790634553,156,1016755.05,1070886.626,1110933.83,1143644.356,0.683161572,1.008215634,1.41282608,1.933773756,1302.1,211.98,12.69,77.99,1153.862069,141.2883253,1,1,0.36,12,15.63,18.81271483,20.99,9.62,4.34,0.338644233,3,1/7/08,,,,,,,,,
11837.18,Mexico,125.0225,125.0225,125.0225,125.0225,309546.9,1436222,125022.5,1339924,280.2041,280.2041,17,-96,United Mexican States,1,0.883447357,0.890592382,1.075599794,1.092122432,484,292060.0507,299429.4955,298955.5013,292379.9447,1.566858855,1.579531085,1.907655335,1.936959449,2180.8,446.73,36.02,153.2,2211.862069,376.971121,1,1,0.21,11,24.63,24.44173828,27.57,21.05,2.22,1.415442038,1,12/30/06,,,,,,,,,
7162.08,Panama,37.7179,37.7179,37.7179,37.7179,624457.4,1567383,37717.89,409870.4,218.4722,218.4722,7,-81,Republic of Panama,1,0.621369368,0.771376974,0.914963949,1.076059155,591,183843.3912,193472.3804,202149.8703,210904.7275,1.118721584,1.388797241,1.647313107,1.937351022,2095.2,366.28,11.86,121.61,1856.596517,286.9112983,1,0.583,0.28,13,25.63,26.10622724,27.22,24.89,0.77,0.385697909,1,12/30/06,,,,,,,,,
11113.24,Saudi Arabia,98.0856,98.0856,98.0856,98.0856,555962.7,1146637,98085.61,483637.6,924.3435,924.3435,26,37,Kingdom of Saudi Arabia,25,0.458248887,0.563089772,0.68031045,0.86485576,682,75188.13165,86504.55362,98262.86416,111827.6805,1.07602522,1.307853825,1.547104373,1.937473491,57.2,17.31,1.28,5.94,42.05431031,20.48156523,1,1,0.31,2,19.03,19.42557517,28.45,12.88,5.79,0.516877846,1,12/30/06,,,,,,,,,
7173.332,Thailand,219.3466,39.3272,32.3616,32.3616,508632.9,39327.2,219346.6,32361.6,215.4807,215.4807,17,104,Kingdom of Thailand,9,0.435211596,0.640912309,0.636909193,0.787502021,764,763509.1719,805352.2042,843784.4161,866741.547,1.071440791,1.577852236,1.567997025,1.938739207,2251.4,485.04,4.76,168.66,2104.077586,303.6542552,1,0.600594648,0.07,12,25.25,25.64942483,28.61,21.43,2.57,0.369725769,1,12/30/06,,,,,,,,,
9730.587,United States,972.3043,456.5772,158.2068,158.2068,726361.2,456577.2,972304.3,158206.8,409.257,409.257,38,-97,United States of America,26,1.404499525,1.487510598,1.716161337,1.939134978,840,58815.29419,60204.3912,60320.993,62975.46973,1.404497081,1.48750801,1.716158351,1.939131604,943.2,140.06,21.09,38.46,845.1387931,173.8268339,1,1,0.04,71,12.78,12.78218448,26.32,-2.43,10.22,0.713082739,3,9/1/10,,,,,,,,,
8730.289,United States,809.5455,531.7153,531.7153,306.6059,306605.9,531715.3,809545.5,546456.6,1890.453,1890.453,45,-112,United States of America,28,0.981337022,1.193760988,1.483199345,1.939404827,840,40830.35822,46020.02984,51253.05001,54756.52741,0.981335314,1.19375891,1.483196764,1.939401452,428.3,71.57,27.27,13.51,386.8008621,62.3735222,1,1,0.36,106,5.65,6.121623586,17.46,-7.76,9.05,0.778241949,3,9/1/10,,,,,,,,,
11994.33,Indonesia,71.1656,71.1656,71.1656,71.1656,260539.9,1313363,71165.6,1233798,619.7618,619.7618,4,97,Republic of Indonesia,1,0.349884854,0.509842445,0.525594707,0.657773441,360,516414.6403,558319.8771,596142.8691,635129.6861,1.032892393,1.505101968,1.551604098,1.941807917,1989,291.68,124.9,55.19,1558.712069,407.1162738,1,0.972,0.44,11,24.58,24.71695414,25.83,24.55,0.42,0.360207144,1,12/30/06,,,,,,,,,
9458.357,Turkey,86.7035,86.7035,86.7035,86.7035,205698,752805.3,86703.52,511919.3,2035.466,2035.466,40,41,Republic of Turkey,11,0.666527045,0.725892025,0.821667632,0.951311599,792,332554.6208,343639.4785,351964.1001,352097.1314,1.3607753,1.481974282,1.67750885,1.942188743,1115.3,79.16,31.48,14.31,637.869831,79.28626082,1,1,0.48,91,2.55,5.080172483,17.1,-7.19,8.86,0.760767296,1,12/30/06,,,,,,,,,
3116.537,Iran,1134.814,1134.814,227.2739,227.2739,663509.5,1241740,1134814,227273.9,474.0874,474.0874,37,59,Islamic Republic of Iran,21,0.205688847,0.241465274,0.292073013,0.378663656,364,184320.3233,193884.2589,203821.2337,213168.6733,1.100726935,1.274633285,1.518337712,1.94318473,238.8,41.98,1.16,13.92,202.0172414,48.22219735,1,0.316,0.29,2,16.95,16.99346241,29.6,2.73,9.83,0.832599811,1,12/30/06,,,,,,,,,
4535.88,Indonesia,29.5534,29.5534,29.5534,29.5534,2379884,2717978,29553.35,2795412,104.4478,104.4478,-5,120,Republic of Indonesia,0,0.348798722,0.509012958,0.525526912,0.65864564,360,690615.6512,747763.1653,799617.8122,853151.2445,1.029685913,1.502653073,1.551403783,1.944382509,2364.2,296.21,98.55,65.57,2183.267241,504.4317815,1,0.368,0.1,0,27.23,27.10589069,26.99,25.61,0.45,0.569441036,1,12/30/06,,,,,,,,,
4877.688,Norway,4.6295,4.6295,4.6295,4.6295,264553.6,924490.8,4629.5,706971,,404,61,5,Kingdom of Norway,8,1.344650895,1.608744887,1.824712218,1.918367322,578,44644.47368,44808.69908,45103.71353,45416.14014,1.362963269,1.630653874,1.849562396,1.944492959,2483.5,328.74,108.01,79.16,2126.868103,290.7213277,1,0.813,0.19,141,3.53,4.26329031,11.31,-1.16,4.85,0.626672305,3,3/31/11,,,,,,,,,
2482.643,Chad,1088.13,1088.13,8.6384,8.6384,18652.3,2049391,1088130,8638.4,288.3084,288.3084,12,14,Republic of Chad,23,0.184874343,0.203531454,0.23080412,0.501540614,148,26118.27834,30530.5043,36029.13775,43044.94146,0.716819304,0.789159129,0.894904322,1.944639754,558.4,174.05,0,57.54,447.5758655,112.9288077,-1,0.205,0.01,205,27.6,28.22650862,32.49,22.36,3.25,0.376063141,1,12/30/06,,,,,,,,,
8881.159,China,2321.418,2321.418,376.0613,254.6219,254621.9,2324166,2321418,376061.3,480.3593,480.3593,44,86,People's Republic of China,30,0.224202435,0.382007015,0.565820336,0.795397344,156,524570.4381,569630.8921,609495.6111,647426.1744,0.548365503,0.934331823,1.383911615,1.94542253,197.1,24.99,5.26,6.74,229.8025862,52.52952968,1,1,0.09,221,7.35,7.786781552,27.23,-12.2,14.72,0.698622339,3,1/7/08,,,,,,,,,
2365.728,Czech Republic,437.3945,182.5212,83.7753,83.7753,464172.1,182521.2,437394.5,83775.3,521.3693,521.3693,49,12,Czech Republic,8,0.612783502,0.578936431,0.604771605,0.73161071,203,101984.3418,103210.3398,104136.1634,105197.0353,1.631070587,1.540978474,1.609745,1.947357767,830.4,77.64,40.39,13.73,675.1663759,97.30450595,1,0.292,0.09,22,7.38,7.820546,16.72,-2.78,7.23,0.712735829,3,10/13/09,,,,,,,,,
8420.963,China,551.3851,227.6222,159.2522,159.2522,410672.9,227622.2,551385.1,159252.2,270.5651,270.5651,47,127,People's Republic of China,11,0.394376725,0.55585296,0.585209389,0.79635534,156,857424.6064,863848.0831,857439.1025,844756.8441,0.964586552,1.359533303,1.431334745,1.947766208,622.4,151.42,2.73,52.66,573.9275897,101.4090102,1,1,0.05,71,0.6,1.7195403,21.16,-22.39,15.94,0.762367325,3,1/7/08,,,,,,,,,
1042.313,Brazil,9.129,9.129,9.129,9.129,188384.5,696012.5,9129,642195.1,184.7236,184.7236,-25,-47,Federative Republic of Brazil,0,0.493015375,0.667021852,0.799588961,1.046237874,76,186530.4611,235830.6445,296350.9652,369468.133,0.918160513,1.242219123,1.489103683,1.948446951,2191.9,310.98,95.55,78.36,#DIV/0!,#DIV/0!,1,0.093,0.31,0,22.05,#DIV/0!,24.73,17.83,2.54,#DIV/0!,3,6/10/09,,,,,,,,,
11931.34,Brazil,59.8209,59.8209,59.8209,59.8209,576266.4,1166146,59820.89,455325.3,126.0642,126.0642,-5,-39,Federative Republic of Brazil,12,0.623044946,0.822161598,0.871105917,1.046336358,76,488576.441,537755.6381,588988.6748,641058.6804,1.160319327,1.53114153,1.62229232,1.948630361,1459.8,240.35,6.54,84.21,922.8724138,421.5331881,1,0.968,0.1,163,26.2,26.87069,27.66,25.62,0.73,0.441792641,3,6/10/09,,,,,,,,,
6521.337,Venezuela,87.4239,87.4239,87.4239,87.4239,1119885,1060817,87423.89,178885.6,301.0838,301.0838,8,-73,Bolivarian Republic of Venezuela,1,0.788785558,0.958556744,0.923657774,1.065623884,862,183920.1237,206282.0777,228081.2955,249789.7831,1.465916307,1.610104344,1.696436774,1.948775562,2174.8,283.68,81.74,67.91,2121.558621,208.7921355,1,0.532,0.29,64,27.93,28.12945414,26.74,25.17,0.52,0.4780951,1,12/30/06,,,,,,,,,
5892.945,Canada,10.1085,10.1085,10.1085,10.1085,558792.2,482437.2,10108.53,414754.5,102.7165,102.7165,45,-65,Canada,8,1.243124443,1.303927282,1.515824986,1.662592184,124,87066.25687,88925.82038,89153.01106,89262.88947,1.457636873,1.528931795,1.777394377,1.949487591,1066.1,136.61,88.89,15.63,1213.732762,184.7622211,1,0.675,0.09,141,6.18,5.781752862,17.94,-7.24,9.3,0.923047509,3,2/1/11,,,,,,,,,
6553.141,Russia,1469.943,1469.943,269.8172,221.428,221428,1569899,1469944,269817.2,181.1245,181.1245,58,60,Russian Federation,8,0.396007517,0.277508798,0.31708875,0.461734443,643,147896.2358,153291.6161,155697.9556,155412.6533,1.672725068,1.172189678,1.339374323,1.950353831,560.1,92.33,17.29,23.4,506.1819,84.76177223,1,1,0.02,2,0.15,1.281968397,17.99,-16.12,12.25,1.002758841,3,8/4/10,,,,,,,,,
2104.211,Germany,34.3829,34.3829,23.4662,23.4662,488676.4,358057,34382.9,23466.2,27.96996,27.96996,53,14,Federal Republic of Germany,8,1.542054546,1.637130729,1.82813779,1.697010719,276,123575.9479,119161.1669,112424.8819,105592.999,1.773435104,1.882786051,2.102430628,1.951638588,720.8,65.57,29.24,11.23,538.2922414,103.4728732,1,0.283,0.02,142,,8.754525655,18.29,-1.85,7.45,0.81290301,3,10/13/09,,,,,,,,,
10360.67,United States,807.5373,807.5373,787.3305,667.876,667876,1186495,807537.3,787330.5,1217.989,1217.989,33,-105,United States of America,25,1.288473253,1.494805087,1.558019288,1.951919736,840,54253.55351,55961.86131,56717.77967,62015.23116,1.288471011,1.494802486,1.558016577,1.95191634,381,62.71,9.26,19.5,342.4672414,103.4335542,1,1,0.09,91,14.55,15.30790241,26.08,3.92,8.13,0.621422276,3,9/1/10,,,,,,,,,
5999.616,Russia,1578.652,1578.652,721.42,721.42,807249.2,2152597,1578652,721420,,47,61,69,Russian Federation,22,0.410432694,0.279076956,0.293584698,0.462938569,643,35033.41202,39114.35751,42795.08484,46013.01779,1.733656626,1.178813534,1.240093846,1.955440029,602.6,77.09,19.04,20.02,548.8793172,87.45994428,1,1,0.01,132,-1.9,-0.989080448,18.05,-21.22,13.9,1.118694191,3,8/4/10,,,,,,,,,
7938.65,Ukraine,365.3022,365.3022,93.5035,86.9311,86931.1,619018,365302.2,93503.5,133.2898,133.2898,50,32,Ukraine,28,0.667285496,0.312091078,0.274858901,0.38649328,804,383189.1039,370420.9866,343826.2966,319802.9257,3.376889359,1.579379509,1.390961,1.955902009,658.6,76.39,35.24,13.18,583.9362069,75.65185874,1,1,0.01,33,6.73,7.520905138,19.48,-6.49,9.76,1.027143437,1,12/30/06,,,,,,,,,
604.5399,Japan,13.682,13.682,13.682,13.682,542526.8,1022771,13682,832577.1,155.1343,155.1343,39,139,Japan,0,2.527907025,2.768264747,2.85038315,2.891824127,392,88067.46309,85264.25544,82200.74177,78891.29061,1.710680087,1.873334474,1.928905472,1.956949326,1763.4,186.85,95.75,36.79,#DIV/0!,#DIV/0!,1,0.063,0.25,0,12.15,#DIV/0!,24.15,-0.78,8.95,#DIV/0!,3,3/14/11,,,,,,,,,
10988.64,Oman,88.7503,88.7503,88.7503,88.7503,533719.3,1304397,88750.29,984499.9,439.5602,439.5602,22,58,Sultanate of Oman,21,0.538421456,0.727938741,0.869065311,1.038839209,512,68256.82669,81762.33107,91450.60509,95953.4687,1.014360033,1.371401448,1.637277095,1.95712292,153,24.88,0.23,7.25,132.4939662,62.90013128,1,0.958,0.13,2,27,27.05962621,32.62,19.18,4.87,0.466176095,1,12/30/06,,,,,,,,,
5543.733,Canada,28.6482,28.6482,28.6482,28.6482,507061.3,402728.5,28648.22,345136.3,138.8704,138.8704,45,-66,Canada,10,1.278536449,1.342679461,1.541351378,1.669141946,124,89545.75645,91567.94806,90653.63798,89613.84374,1.499159689,1.574371171,1.807325756,1.957167765,1122,143.11,91.33,16.04,1188.439655,166.1472757,1,0.635,0.13,141,5.4,4.28247131,17.77,-8.69,9.64,2.448954682,3,2/1/11,,,,,,,,,
12116.22,Cote d'Ivoire,74.2582,74.2582,74.2582,74.2582,100551.4,2348350,74258.2,107693.7,135.6282,135.6282,5,-7,Republic of Cote d'Ivoire,1,0.413540809,0.503799425,0.674292405,0.780231128,384,554354.8495,736189.398,960481.5478,1211525.77,1.037354671,1.2637657,1.691442216,1.957186326,1754,304.89,28.62,75.06,1382.462931,188.1381045,1,0.983,0.05,12,25.48,25.79023069,27.12,24.5,0.91,0.282508486,0,12/30/06,,,,,,,,,
11524.59,Ghana,52.2966,52.2966,52.2966,52.2966,161344.6,1937907,52296.6,619704.8,109.534,109.534,5,-2,Republic of Ghana,2,0.278023084,0.344334601,0.426917556,0.547575671,288,1188340.497,1370585.021,1549643.071,1739181.998,0.993918814,1.230979214,1.526209201,1.957556008,1613.8,290.39,19.91,75.7,1456.126724,177.4762035,1,0.935,0.05,11,25.9,26.45467,27.59,24.67,0.99,0.34360561,1,12/30/06,,,,,,,,,
4691.219,Venezuela,0.105,0.105,0.105,0.105,977640.3,903164.9,104.99,382463.4,78.37115,78.37115,11,-71,Bolivarian Republic of Venezuela,0,0.691001013,0.85072503,0.913207461,1.062921381,862,181068.2715,205252.0475,228927.0501,252509.5654,1.296232018,1.589357331,1.691269787,1.95869139,558.3,94.94,9.79,26.97,587.6069,124.0567706,1,0.386,0.08,0,28.28,28.17499931,29.69,27.05,0.98,0.351505868,1,12/30/06,,,,,,,,,
5627.182,United States,18.1273,18.1273,18.1273,18.1273,75420.1,1530626,18127.26,1222506,850.921,850.921,58,-135,United States of America,8,1.665202364,1.525068895,1.581971113,1.958757402,840,23899.63814,25905.71143,27504.689,29744.72226,1.665199466,1.525066241,1.58196836,1.958753994,2064.6,202.28,73.23,38.98,1823.455172,222.5433589,1,0.8587,0.44,141,1.4,0.795402286,10.31,-8.53,6.78,0.651961683,3,9/1/10,,,,,,,,,
7615.095,Tunisia,25.5939,25.5939,25.5939,25.5939,96404.8,1606225,25593.9,1279493,144.4693,144.4693,33,10,Tunisian Republic,25,0.421708267,0.516053386,0.679033592,0.840492028,788,244577.2257,271972.8223,290682.2839,303946.9081,0.982848629,1.202732795,1.582580395,1.958881296,197.9,40.58,0.42,11.65,177.9206897,68.67251285,1,0.735,0.1,2,19.8,20.64547379,28.44,11.91,6.01,0.589064947,1,12/30/06,,,,,,,,,
7447.879,Thailand,384.0498,157.6778,141.1496,141.1496,194914.8,157677.8,384049.8,141149.6,159.4913,159.4913,14,104,Kingdom of Thailand,15,0.431788917,0.641082478,0.64101945,0.795886035,764,881133.7978,937039.1038,987828.9708,1018932.444,1.063014284,1.578270778,1.57811561,1.959379192,1636.7,286.48,0.75,115.68,1584.932759,212.8406535,1,0.61752988,0.08,15,26.85,27.24683897,29.92,23.95,1.86,0.326542693,1,12/30/06,,,,,,,,,
11113.24,Mexico,282.8479,282.8479,282.8479,282.8479,722295.2,982608.7,282847.9,664117.6,634.4217,634.4217,26,-101,United Mexican States,12,0.663503567,0.735591159,0.988443873,1.105220242,484,70625.26373,79630.13345,88457.20089,95268.74019,1.176772843,1.304625542,1.753078604,1.960190166,461.7,87.33,11.9,22.85,433.9560345,119.1130984,1,1,0.19,93,21.3,21.62535966,28.6,12.71,5.98,0.726659161,1,12/30/06,,,,,,,,,
12356.16,Indonesia,83.6855,83.6855,83.6855,83.6855,2038456,1914972,83685.54,1993639,67.15224,67.15224,-1,116,Republic of Indonesia,1,0.288934429,0.45042813,0.496772273,0.665089725,360,157686.3109,182387.0088,208342.5681,237458.4412,0.852961061,1.329705345,1.466517525,1.963406151,2352,267.49,110.5,59.34,1824.030172,521.0020976,1,1,0.07,132,27.18,26.98168103,27.56,26.46,0.32,0.272932382,1,12/30/06,,,,,,,,,
4040.463,Equatorial Guinea,145.5917,145.5917,133.0617,133.0617,727276,837639.2,145591.7,133061.7,638.9701,638.9701,1,11,Republic of Equatorial Guinea,1,0.036353125,0.048690078,0.191504633,0.626627379,226,51796.8179,55844.20663,57220.05329,63096.30158,0.113964454,0.152639913,0.600353279,1.964431819,1946.8,350.45,33.32,94.71,1643.657759,142.2685341,1,0.327,0.04,51,23.18,23.58081897,25.56,23.2,0.77,0.47355914,1,12/30/06,,,,,,,,,
10240.6,United States,831.9822,831.9822,582.9295,582.9295,755712.5,1007054,831982.2,582929.5,1183.776,1183.776,34,-103,United States of America,28,1.642530843,1.734235933,1.680433034,1.965559847,840,50220.24658,50085.7589,48956.4834,52749.65238,1.642527985,1.734232915,1.68043011,1.965556427,542.9,73.14,11.89,24.56,473.5431034,102.0058977,1,1,0.04,93,14.03,13.95790276,25.67,2.64,8.4,0.50689502,3,9/1/10,,,,,,,,,
10914.36,Iran,88.4167,88.4167,88.4167,88.4167,146486.8,401868.9,88416.65,418863.9,978.5685,978.5685,28,52,Islamic Republic of Iran,25,0.194839178,0.233852543,0.289203917,0.38335018,364,197796.7605,212721.0027,228634.9245,244481.4065,1.04266431,1.234445835,1.503420567,1.967231661,217.7,64.55,0.08,22.74,207.3344828,70.23399361,1,1,0.34,162,18.53,19.48936793,30.54,10.03,7.59,0.668615306,1,12/30/06,,,,,,,,,
4717.282,Ukraine,27.1085,27.1085,27.1085,27.1085,81066.2,458544.7,27108.5,103919.4,15.32017,15.32017,46,35,Ukraine,25,0.604420601,0.292876779,0.267168219,0.389033243,804,281890.63,282318.3371,271427.5918,261437.0383,3.058752608,1.482142753,1.352041087,1.968755604,487.3,51.82,22.28,8.61,400.9069,79.51941437,1,0.55,0.03,91,9.95,9.951149414,22.57,-2.8,9.39,0.956919043,1,12/30/06,,,,,,,,,
7938.65,Ukraine,361.7025,361.7025,55.9484,53.3951,53395.1,599926.5,361702.5,55948.4,116.0353,116.0353,50,31,Ukraine,28,0.628274322,0.300156118,0.270305754,0.389065546,804,354839.042,350382.2143,332556.3114,316624.0362,3.179467586,1.518980826,1.367919,1.968919067,669.3,77.41,32.21,14.61,577.9672414,60.04100649,1,1,0.01,33,7.05,7.548132172,19.56,-6.03,9.6,1.007469898,1,12/30/06,,,,,,,,,
11298.7,Mexico,378.6136,378.6136,378.6136,378.6136,481427.2,1191361,378613.6,876875.2,1934.755,1934.755,24,-102,United Mexican States,21,0.68830752,0.75573077,0.997646601,1.110306701,484,180210.9503,201228.6855,219603.7483,235410.8065,1.220764701,1.340344863,1.769400624,1.969211712,545.9,67.99,9.54,20.4,520.1741379,81.66420178,1,1,0.24,212,18.58,18.83117793,23.07,12.41,4,0.84010048,1,12/30/06,,,,,,,,,
12313.44,Cameroon,117.3432,117.3432,29.137,29.137,700016.8,1311606,117343.2,29137,513.6287,513.6287,5,9,Republic of Cameroon,1,0.567540667,0.5163622,0.651484742,0.782089036,120,713587.8747,819642.424,924632.5131,1037261.394,1.433185435,1.302609084,1.64289175,1.971242497,2937.8,434.3,14.59,158.17,2590.174138,290.3796273,1,0.999,0.33,121,22.38,22.71982759,23.01,20.2,0.94,0.346549003,1,12/30/06,,,,,,,,,
1213.557,India,9.3115,9.3115,9.3115,9.3115,1697029,2256321,9311.52,2060254,15.89815,15.89815,8,78,Republic of India,0,0.242017371,0.328039799,0.451946567,0.577999039,356,549801.362,578715.2682,604609.5839,624056.2751,0.825928164,1.119495299,1.542349613,1.972526533,991.9,197.63,13.18,64.47,#DIV/0!,#DIV/0!,1,0.099,0.02,0,28.38,#DIV/0!,29.35,26.5,0.93,#DIV/0!,3,8/4/10,,,,,,,,,
9029.444,China,129.0589,129.0589,129.0589,129.0589,236717.1,470146.5,129058.9,189961.3,561.3801,561.3801,43,129,People's Republic of China,8,0.247027999,0.370672741,0.454450318,0.806679278,156,636674.5128,698617.3249,762526.3911,834127.4374,0.604193455,0.906609964,1.111517362,1.973016613,603.3,133.77,5.47,46.14,542.4293138,83.04859134,1,1,0.15,2,3.25,3.681896483,19.95,-16.82,13.52,0.605223528,3,1/7/08,,,,,,,,,
12344.34,Colombia,312.966,312.966,11.385,11.385,1344990,1113401,312965.9,11385.04,454.9149,454.9149,6,-75,Republic of Colombia,1,0.585930615,0.698162153,0.71027397,0.835522559,170,206369.4819,220837.9941,234445.9053,246054.7596,1.387518383,1.653289305,1.681970803,1.978566874,3077.5,377.05,75.49,102.47,3019.751724,280.0513229,1,1,0.26,51,27,27.03793138,26.37,25.51,0.26,0.313158222,1,12/30/06,,,,,,,,,
4932.768,Ukraine,604.5855,260.3208,37.7305,37.7305,374900.1,260320.8,604585.5,37730.5,271.7208,271.7208,48,22,Ukraine,10,0.560831428,0.279099741,0.261499952,0.391074973,804,640721.848,659036.3784,650783.629,643778.1519,2.838163697,1.412422185,1.32335606,1.979088073,847.8,94.84,38.77,18.31,717.0853379,79.57973334,1,0.597,0.13,74,7.73,7.924066172,18.81,-3.6,8.12,0.751293485,1,12/30/06,,,,,,,,,
11207.67,Brazil,199.0034,199.0034,199.0034,170.914,170914,341297.2,199003.3,631319.9,856.3721,856.3721,-25,-51,Federative Republic of Brazil,26,0.853169973,0.961255066,1.03604614,1.062919124,76,200729.6352,212238.6734,223036.2419,232597.5186,1.588889556,1.790180368,1.929466511,1.97951305,1637,183.66,77.18,28.2,1561.372414,247.7173395,1,1,0.11,11,17.83,18.48584759,22.04,14.14,2.89,0.527328507,3,6/10/09,,,,,,,,,
778.4379,Malaysia,8.9684,8.9684,8.9684,8.9684,520683.3,1133365,8968.41,1148786,16.68326,16.68326,1,102,Malaysia,0,0.422959861,0.633742091,0.756239312,0.892443433,458,158689.3565,173933.193,187686.9293,195831.611,0.938179275,1.405721323,1.677435884,1.979554111,2443,233.52,143.12,30.49,2386.662069,244.9655973,1,0.063,0.01,0,26.98,27.05660862,27.5,26.38,0.36,0.343450587,1,12/30/06,,,,,,,,,
11113.24,Saudi Arabia,186.9255,186.9255,186.9255,186.9255,646632.3,1056544,186925.5,584824.4,974.6184,974.6184,26,38,Kingdom of Saudi Arabia,30,0.46713914,0.574555259,0.694804209,0.884081122,682,76643.65351,88262.29243,100352.1739,114308.8405,1.096900596,1.334483956,1.580064793,1.980542599,67.5,20.19,0.79,6.96,58.77413759,28.90191663,1,1,0.17,151,20.78,20.93426759,29.7,12.59,6.39,0.617185324,1,12/30/06,,,,,,,,,
10624.87,India,293.7021,293.7021,100.726,100.726,403008.9,1015433,293702.1,100726,672.5054,672.5054,25,92,Republic of India,2,0.292073494,0.345869985,0.420870787,0.58074947,356,913631.647,1010857.423,1110558.422,1206062.811,0.996753761,1.180344043,1.436297879,1.981912878,3325.5,691.37,13.53,250.29,2591.408621,682.5534603,1,0.948,0.38,11,20.95,20.71910897,24.84,14.58,3.74,0.461906932,3,8/4/10,,,,,,,,,
9595.871,Turkey,184.2352,184.2352,184.2352,184.2352,187546.2,806622,184235.2,610116,1502.4,1502.4,39,36,Republic of Turkey,17,0.689890582,0.74793314,0.84261554,0.970858337,792,328866.1731,338288.769,344846.189,343312.2789,1.408474099,1.526973235,1.720275927,1.982095209,472.6,61.88,7.78,17.54,417.8448276,66.39332555,1,1,0.18,212,8.33,9.136279138,17.76,-4.58,7.97,0.773035046,1,12/30/06,,,,,,,,,
